data_date,market_month,price_settle
2020-03-03,SEP 23,936.5
2020-03-04,SEP 23,930.5
2020-03-05,SEP 23,922.0
2020-03-06,SEP 23,924.5
2020-03-09,SEP 23,920.5
2020-03-10,SEP 23,925.0
2020-03-11,SEP 23,920.75
2020-03-12,SEP 23,914.25
2020-03-13,SEP 23,910.5
2020-03-16,SEP 23,896.0
2020-03-17,SEP 23,890.75
2020-03-18,SEP 23,889.75
2020-03-19,SEP 23,885.75
2020-03-20,SEP 23,892.5
2020-03-23,SEP 23,890.0
2020-03-24,SEP 23,890.75
2020-03-25,SEP 23,896.25
2020-03-26,SEP 23,900.75
2020-03-27,SEP 23,894.5
2020-03-30,SEP 23,886.5
2020-03-31,SEP 23,885.25
2020-04-01,SEP 23,879.25
2020-04-02,SEP 23,881.75
2020-04-03,SEP 23,879.25
2020-04-06,SEP 23,883.0
2020-04-07,SEP 23,888.25
2020-04-08,SEP 23,895.25
2020-04-09,SEP 23,902.75
2020-04-13,SEP 23,899.0
2020-04-14,SEP 23,894.5
2020-04-15,SEP 23,885.75
2020-04-16,SEP 23,882.75
2020-04-17,SEP 23,880.0
2020-04-20,SEP 23,881.25
2020-04-21,SEP 23,883.0
2020-04-22,SEP 23,873.0
2020-04-23,SEP 23,870.75
2020-04-24,SEP 23,861.5
2020-04-27,SEP 23,861.5
2020-04-28,SEP 23,870.25
2020-04-29,SEP 23,878.25
2020-04-30,SEP 23,885.5
2020-05-01,SEP 23,887.5
2020-05-04,SEP 23,882.25
2020-05-05,SEP 23,877.0
2020-05-06,SEP 23,866.5
2020-05-07,SEP 23,867.25
2020-05-08,SEP 23,873.75
2020-05-11,SEP 23,875.75
2020-05-12,SEP 23,875.5
2020-05-13,SEP 23,869.75
2020-05-14,SEP 23,869.25
2020-05-15,SEP 23,871.75
2020-05-18,SEP 23,879.5
2020-05-19,SEP 23,881.0
2020-05-20,SEP 23,882.5
2020-05-21,SEP 23,881.5
2020-05-22,SEP 23,881.25
2020-05-26,SEP 23,887.0
2020-05-27,SEP 23,889.75
2020-05-28,SEP 23,889.0
2020-05-29,SEP 23,889.25
2020-06-01,SEP 23,889.25
2020-06-02,SEP 23,890.5
2020-06-03,SEP 23,892.75
2020-06-04,SEP 23,906.0
2020-06-05,SEP 23,904.75
2020-06-08,SEP 23,907.75
2020-06-09,SEP 23,900.75
2020-06-10,SEP 23,898.5
2020-06-11,SEP 23,894.75
2020-06-12,SEP 23,894.25
2020-06-15,SEP 23,892.75
2020-06-16,SEP 23,892.75
2020-06-17,SEP 23,897.25
2020-06-18,SEP 23,895.5
2020-06-19,SEP 23,899.25
2020-06-22,SEP 23,898.5
2020-06-23,SEP 23,899.0
2020-06-24,SEP 23,895.5
2020-06-25,SEP 23,887.75
2020-06-26,SEP 23,878.5
2020-06-29,SEP 23,884.75
2020-06-30,SEP 23,886.0
2020-07-01,SEP 23,904.25
2020-07-02,SEP 23,905.0
2020-07-06,SEP 23,912.25
2020-07-07,SEP 23,913.25
2020-07-08,SEP 23,914.25
2020-07-09,SEP 23,915.0
2020-07-10,SEP 23,903.75
2020-07-13,SEP 23,897.5
2020-07-14,SEP 23,898.25
2020-07-15,SEP 23,901.5
2020-07-16,SEP 23,905.5
2020-07-17,SEP 23,906.0
2020-07-20,SEP 23,909.25
2020-07-21,SEP 23,907.5
2020-07-22,SEP 23,909.25
2020-07-23,SEP 23,908.75
2020-07-24,SEP 23,910.0
2020-07-27,SEP 23,913.0
2020-07-28,SEP 23,904.75
2020-07-29,SEP 23,908.5
2020-07-30,SEP 23,909.5
2020-07-31,SEP 23,913.75
2020-08-03,SEP 23,914.75
2020-08-04,SEP 23,910.5
2020-08-05,SEP 23,911.75
2020-08-06,SEP 23,912.25
2020-08-07,SEP 23,901.25
2020-08-10,SEP 23,905.0
2020-08-11,SEP 23,902.0
2020-08-12,SEP 23,906.25
2020-08-13,SEP 23,911.25
2020-08-14,SEP 23,908.25
2020-08-17,SEP 23,917.5
2020-08-18,SEP 23,917.5
2020-08-19,SEP 23,915.75
2020-08-20,SEP 23,913.25
2020-08-21,SEP 23,912.75
2020-08-24,SEP 23,914.25
2020-08-25,SEP 23,922.75
2020-08-26,SEP 23,918.75
2020-08-27,SEP 23,922.25
2020-08-28,SEP 23,928.0
2020-08-31,SEP 23,930.0
2020-09-01,SEP 23,935.75
2020-09-02,SEP 23,945.75
2020-09-03,SEP 23,940.75
2020-09-04,SEP 23,942.5
2020-09-08,SEP 23,944.25
2020-09-09,SEP 23,944.75
2020-09-10,SEP 23,941.0
2020-09-11,SEP 23,937.0
2020-09-14,SEP 23,941.5
2020-09-15,SEP 23,941.25
2020-09-16,SEP 23,939.25
2020-09-17,SEP 23,938.75
2020-09-18,SEP 23,940.25
2020-09-21,SEP 23,934.0
2020-09-22,SEP 23,926.0
2020-09-23,SEP 23,926.5
2020-09-24,SEP 23,926.75
2020-09-25,SEP 23,923.75
2020-09-28,SEP 23,917.25
2020-09-29,SEP 23,917.5
2020-09-30,SEP 23,925.5
2020-10-01,SEP 23,920.5
2020-10-02,SEP 23,916.5
2020-10-05,SEP 23,916.5
2020-10-06,SEP 23,921.75
2020-10-07,SEP 23,917.75
2020-10-08,SEP 23,917.0
2020-10-09,SEP 23,924.5
2020-10-12,SEP 23,922.75
2020-10-13,SEP 23,926.75
2020-10-14,SEP 23,925.75
2020-10-15,SEP 23,925.75
2020-10-16,SEP 23,926.25
2020-10-19,SEP 23,927.25
2020-10-20,SEP 23,932.5
2020-10-21,SEP 23,934.75
2020-10-22,SEP 23,934.25
2020-10-23,SEP 23,934.75
2020-10-26,SEP 23,933.0
2020-10-27,SEP 23,932.25
2020-10-28,SEP 23,921.75
2020-10-29,SEP 23,922.5
2020-10-30,SEP 23,929.0
2020-11-02,SEP 23,932.25
2020-11-03,SEP 23,937.0
2020-11-04,SEP 23,950.0
2020-11-05,SEP 23,960.75
2020-11-06,SEP 23,962.75
2020-11-09,SEP 23,962.25
2020-11-10,SEP 23,971.0
2020-11-11,SEP 23,979.75
2020-11-12,SEP 23,980.25
2020-11-13,SEP 23,988.5
2020-11-16,SEP 23,993.25
2020-11-17,SEP 23,995.75
2020-11-18,SEP 23,999.0
2020-11-19,SEP 23,1001.5
2020-11-20,SEP 23,1000.0
2020-11-23,SEP 23,1000.5
2020-11-24,SEP 23,1001.75
2020-11-25,SEP 23,996.75
2020-11-27,SEP 23,1003.0
2020-11-30,SEP 23,988.25
2020-12-01,SEP 23,984.0
2020-12-02,SEP 23,980.5
2020-12-03,SEP 23,988.0
2020-12-04,SEP 23,988.5
2020-12-07,SEP 23,994.5
2020-12-08,SEP 23,994.5
2020-12-09,SEP 23,1000.25
2020-12-10,SEP 23,999.0
2020-12-11,SEP 23,1004.5
2020-12-14,SEP 23,1008.75
2020-12-15,SEP 23,1009.25
2020-12-16,SEP 23,1003.75
2020-12-17,SEP 23,1010.75
2020-12-18,SEP 23,1010.0
2020-12-21,SEP 23,1013.25
2020-12-22,SEP 23,1008.0
2020-12-23,SEP 23,1003.5
2020-12-24,SEP 23,1002.5
2020-12-28,SEP 23,1004.0
2020-12-29,SEP 23,1010.5
2020-12-30,SEP 23,1017.0
2020-12-31,SEP 23,1020.5
2021-01-04,SEP 23,1025.25
2021-01-05,SEP 23,1046.5
2021-01-06,SEP 23,1060.0
2021-01-07,SEP 23,1062.25
2021-01-08,SEP 23,1066.75
2021-01-11,SEP 23,1053.0
2021-01-12,SEP 23,1042.25
2021-01-13,SEP 23,1046.5
2021-01-14,SEP 23,1057.0
2021-01-15,SEP 23,1061.5
2021-01-19,SEP 23,1060.25
2021-01-20,SEP 23,1039.25
2021-01-21,SEP 23,1037.0
2021-01-22,SEP 23,1004.25
2021-01-25,SEP 23,1018.75
2021-01-26,SEP 23,1030.5
2021-01-27,SEP 23,1025.5
2021-01-28,SEP 23,1010.75
2021-01-29,SEP 23,1020.5
2021-02-01,SEP 23,1029.75
2021-02-02,SEP 23,1030.0
2021-02-03,SEP 23,1031.75
2021-02-04,SEP 23,1039.75
2021-02-05,SEP 23,1043.25
2021-02-08,SEP 23,1057.5
2021-02-09,SEP 23,1067.0
2021-02-10,SEP 23,1058.25
2021-02-11,SEP 23,1063.25
2021-02-12,SEP 23,1065.75
2021-02-16,SEP 23,1077.5
2021-02-17,SEP 23,1075.0
2021-02-18,SEP 23,1077.5
2021-02-19,SEP 23,1082.5
2021-02-22,SEP 23,1092.5
2021-02-23,SEP 23,1101.0
2021-02-24,SEP 23,1106.25
2021-02-25,SEP 23,1106.5
2021-02-26,SEP 23,1097.0
2021-03-01,SEP 23,1098.5
2021-03-02,SEP 23,1102.0
2021-03-03,SEP 23,1102.5
2021-03-04,SEP 23,1118.25
2021-03-05,SEP 23,1130.75
2021-03-08,SEP 23,1138.5
2021-03-09,SEP 23,1144.0
2021-03-10,SEP 23,1133.5
2021-03-11,SEP 23,1149.5
2021-03-12,SEP 23,1151.25
2021-03-15,SEP 23,1150.5
2021-03-16,SEP 23,1151.5
2021-03-17,SEP 23,1140.75
2021-03-18,SEP 23,1118.0
2021-03-19,SEP 23,1124.0
2021-03-22,SEP 23,1118.75
2021-03-23,SEP 23,1124.75
2021-03-24,SEP 23,1134.0
2021-03-25,SEP 23,1122.0
2021-03-26,SEP 23,1124.25
2021-03-29,SEP 23,1123.25
2021-03-30,SEP 23,1111.5
2021-03-31,SEP 23,1156.25
2021-04-01,SEP 23,1136.0
2021-04-05,SEP 23,1144.5
2021-04-06,SEP 23,1146.0
2021-04-07,SEP 23,1146.75
2021-04-08,SEP 23,1148.75
2021-04-09,SEP 23,1146.5
2021-04-12,SEP 23,1141.0
2021-04-13,SEP 23,1140.25
2021-04-14,SEP 23,1148.25
2021-04-15,SEP 23,1146.75
2021-04-16,SEP 23,1152.0
2021-04-19,SEP 23,1153.5
2021-04-20,SEP 23,1163.75
2021-04-21,SEP 23,1172.25
2021-04-22,SEP 23,1194.25
2021-04-23,SEP 23,1192.25
2021-04-26,SEP 23,1219.0
2021-04-27,SEP 23,1212.5
2021-04-28,SEP 23,1205.25
2021-04-29,SEP 23,1202.5
2021-04-30,SEP 23,1214.75
2021-05-03,SEP 23,1214.25
2021-05-04,SEP 23,1226.75
2021-05-05,SEP 23,1245.75
2021-05-06,SEP 23,1257.5
2021-05-07,SEP 23,1267.0
2021-05-10,SEP 23,1257.5
2021-05-11,SEP 23,1261.75
2021-05-12,SEP 23,1246.0
2021-05-13,SEP 23,1230.5
2021-05-14,SEP 23,1233.25
2021-05-17,SEP 23,1232.25
2021-05-18,SEP 23,1240.75
2021-05-19,SEP 23,1230.0
2021-05-20,SEP 23,1229.5
2021-05-21,SEP 23,1216.5
2021-05-24,SEP 23,1219.5
2021-05-25,SEP 23,1213.5
2021-05-26,SEP 23,1221.0
2021-05-27,SEP 23,1249.5
2021-05-28,SEP 23,1247.75
2021-06-01,SEP 23,1263.75
2021-06-02,SEP 23,1279.25
2021-06-03,SEP 23,1285.0
2021-06-04,SEP 23,1288.5
2021-06-07,SEP 23,1296.25
2021-06-08,SEP 23,1281.25
2021-06-09,SEP 23,1277.25
2021-06-10,SEP 23,1269.5
2021-06-11,SEP 23,1263.0
2021-06-14,SEP 23,1231.75
2021-06-15,SEP 23,1214.25
2021-06-16,SEP 23,1196.25
2021-06-17,SEP 23,1141.0
2021-06-18,SEP 23,1195.25
2021-06-21,SEP 23,1208.25
2021-06-22,SEP 23,1191.5
2021-06-23,SEP 23,1202.25
2021-06-24,SEP 23,1200.25
2021-06-25,SEP 23,1183.75
2021-06-28,SEP 23,1218.0
2021-06-29,SEP 23,1216.25
2021-06-30,SEP 23,1260.0
2021-07-01,SEP 23,1253.25
2021-07-02,SEP 23,1256.75
2021-07-06,SEP 23,1186.0
2021-07-07,SEP 23,1205.75
2021-07-08,SEP 23,1204.75
2021-07-09,SEP 23,1215.0
2021-07-12,SEP 23,1235.25
2021-07-13,SEP 23,1239.0
2021-07-14,SEP 23,1259.25
2021-07-15,SEP 23,1255.25
2021-07-16,SEP 23,1257.75
2021-07-19,SEP 23,1248.0
2021-07-20,SEP 23,1256.5
2021-07-21,SEP 23,1256.75
2021-07-22,SEP 23,1238.5
2021-07-23,SEP 23,1232.75
2021-07-26,SEP 23,1242.25
2021-07-27,SEP 23,1237.0
2021-07-28,SEP 23,1236.0
2021-07-29,SEP 23,1247.5
2021-07-30,SEP 23,1232.75
2021-08-02,SEP 23,1247.0
2021-08-03,SEP 23,1231.0
2021-08-04,SEP 23,1235.75
2021-08-05,SEP 23,1231.5
2021-08-06,SEP 23,1237.75
2021-08-09,SEP 23,1232.75
2021-08-10,SEP 23,1222.0
2021-08-11,SEP 23,1222.75
2021-08-12,SEP 23,1225.0
2021-08-13,SEP 23,1230.0
2021-08-16,SEP 23,1233.5
2021-08-17,SEP 23,1233.0
2021-08-18,SEP 23,1232.25
2021-08-19,SEP 23,1214.25
2021-08-20,SEP 23,1199.5
2021-08-23,SEP 23,1213.25
2021-08-24,SEP 23,1239.75
2021-08-25,SEP 23,1248.75
2021-08-26,SEP 23,1243.25
2021-08-27,SEP 23,1248.0
2021-08-30,SEP 23,1242.75
2021-08-31,SEP 23,1245.25
2021-09-01,SEP 23,1239.25
2021-09-02,SEP 23,1239.5
2021-09-03,SEP 23,1242.0
2021-09-07,SEP 23,1231.5
2021-09-08,SEP 23,1231.25
2021-09-09,SEP 23,1225.5
2021-09-10,SEP 23,1244.25
2021-09-13,SEP 23,1244.75
2021-09-14,SEP 23,1242.5
2021-09-15,SEP 23,1246.75
2021-09-16,SEP 23,1242.25
2021-09-17,SEP 23,1235.75
2021-09-20,SEP 23,1220.0
2021-09-21,SEP 23,1229.75
2021-09-22,SEP 23,1232.0
2021-09-23,SEP 23,1235.75
2021-09-24,SEP 23,1234.75
2021-09-27,SEP 23,1239.75
2021-09-28,SEP 23,1230.25
2021-09-29,SEP 23,1230.25
2021-09-30,SEP 23,1230.75
2021-10-01,SEP 23,1231.0
2021-10-04,SEP 23,1230.5
2021-10-05,SEP 23,1237.75
2021-10-06,SEP 23,1228.5
2021-10-07,SEP 23,1237.5
2021-10-08,SEP 23,1230.5
2021-10-11,SEP 23,1221.5
2021-10-12,SEP 23,1205.25
2021-10-13,SEP 23,1198.0
2021-10-14,SEP 23,1196.75
2021-10-15,SEP 23,1205.25
2021-10-18,SEP 23,1206.75
2021-10-19,SEP 23,1212.75
2021-10-20,SEP 23,1226.25
2021-10-21,SEP 23,1208.0
2021-10-22,SEP 23,1199.25
2021-10-25,SEP 23,1210.25
2021-10-26,SEP 23,1212.5
2021-10-27,SEP 23,1216.0
2021-10-28,SEP 23,1218.25
2021-10-29,SEP 23,1218.5
2021-11-01,SEP 23,1217.75
2021-11-02,SEP 23,1226.0
2021-11-03,SEP 23,1217.75
2021-11-04,SEP 23,1202.75
2021-11-05,SEP 23,1190.5
2021-11-08,SEP 23,1183.25
2021-11-09,SEP 23,1202.5
2021-11-10,SEP 23,1204.25
2021-11-11,SEP 23,1203.75
2021-11-12,SEP 23,1214.5
2021-11-15,SEP 23,1225.5
2021-11-16,SEP 23,1221.0
2021-11-17,SEP 23,1233.0
2021-11-18,SEP 23,1217.75
2021-11-19,SEP 23,1222.0
2021-11-22,SEP 23,1225.75
2021-11-23,SEP 23,1223.5
2021-11-24,SEP 23,1220.5
2021-11-26,SEP 23,1213.25
2021-11-29,SEP 23,1203.75
2021-11-30,SEP 23,1187.25
2021-12-01,SEP 23,1190.5
2021-12-02,SEP 23,1196.0
2021-12-03,SEP 23,1205.0
2021-12-06,SEP 23,1205.75
2021-12-07,SEP 23,1208.25
2021-12-08,SEP 23,1220.5
2021-12-09,SEP 23,1225.0
2021-12-10,SEP 23,1225.75
2021-12-13,SEP 23,1210.25
2021-12-14,SEP 23,1222.25
2021-12-15,SEP 23,1219.5
2021-12-16,SEP 23,1224.5
2021-12-17,SEP 23,1223.75
2021-12-20,SEP 23,1227.5
2021-12-21,SEP 23,1227.75
2021-12-22,SEP 23,1234.75
2021-12-23,SEP 23,1228.25
2021-12-27,SEP 23,1241.5
2021-12-28,SEP 23,1238.75
2021-12-29,SEP 23,1251.5
2021-12-30,SEP 23,1243.0
2021-12-31,SEP 23,1246.25
2022-01-03,SEP 23,1259.25
2022-01-04,SEP 23,1267.75
2022-01-05,SEP 23,1273.75
2022-01-06,SEP 23,1281.75
2022-01-07,SEP 23,1296.0
2022-01-10,SEP 23,1281.5
2022-01-11,SEP 23,1282.0
2022-01-12,SEP 23,1293.0
2022-01-13,SEP 23,1295.25
2022-01-14,SEP 23,1282.25
2022-01-18,SEP 23,1274.5
2022-01-19,SEP 23,1293.5
2022-01-20,SEP 23,1305.5
2022-01-21,SEP 23,1306.0
2022-01-24,SEP 23,1298.5
2022-01-25,SEP 23,1312.5
2022-01-26,SEP 23,1322.0
2022-01-27,SEP 23,1320.75
2022-01-28,SEP 23,1322.75
2022-01-31,SEP 23,1340.0
2022-02-01,SEP 23,1353.75
2022-02-02,SEP 23,1348.25
2022-02-03,SEP 23,1352.0
2022-02-04,SEP 23,1355.75
2022-02-07,SEP 23,1374.75
2022-02-08,SEP 23,1376.5
2022-02-09,SEP 23,1393.25
2022-02-10,SEP 23,1383.0
2022-02-11,SEP 23,1393.75
2022-02-14,SEP 23,1398.25
2022-02-15,SEP 23,1394.5
2022-02-16,SEP 23,1411.25
2022-02-17,SEP 23,1413.0
2022-02-18,SEP 23,1419.25
2022-02-22,SEP 23,1431.25
2022-02-23,SEP 23,1437.25
2022-02-24,SEP 23,1404.25
2022-02-25,SEP 23,1379.25
2022-02-28,SEP 23,1398.75
2022-03-01,SEP 23,1438.25
2022-03-02,SEP 23,1414.0
2022-03-03,SEP 23,1400.25
2022-03-04,SEP 23,1392.0
2022-03-07,SEP 23,1378.5
2022-03-08,SEP 23,1379.25
2022-03-09,SEP 23,1390.0
2022-03-10,SEP 23,1407.0
2022-03-11,SEP 23,1410.75
2022-03-14,SEP 23,1402.75
2022-03-15,SEP 23,1393.0
2022-03-16,SEP 23,1386.75
2022-03-17,SEP 23,1399.0
2022-03-18,SEP 23,1406.75
2022-03-21,SEP 23,1431.25
2022-03-22,SEP 23,1438.0
2022-03-23,SEP 23,1444.5
2022-03-24,SEP 23,1437.0
2022-03-25,SEP 23,1444.0
2022-03-28,SEP 23,1423.75
2022-03-29,SEP 23,1411.25
2022-03-30,SEP 23,1427.0
2022-03-31,SEP 23,1387.5
2022-04-01,SEP 23,1387.5
2022-04-04,SEP 23,1419.0
2022-04-05,SEP 23,1430.0
2022-04-06,SEP 23,1424.75
2022-04-07,SEP 23,1448.75
2022-04-08,SEP 23,1471.25
2022-04-11,SEP 23,1466.25
2022-04-12,SEP 23,1481.5
2022-04-13,SEP 23,1479.25
2022-04-14,SEP 23,1479.0
2022-04-18,SEP 23,1493.0
2022-04-19,SEP 23,1498.25
2022-04-20,SEP 23,1505.5
2022-04-21,SEP 23,1511.75
2022-04-22,SEP 23,1492.0
2022-04-25,SEP 23,1482.5
2022-04-26,SEP 23,1493.0
2022-04-27,SEP 23,1507.75
2022-04-28,SEP 23,1503.75
2022-04-29,SEP 23,1497.25
2022-05-02,SEP 23,1479.25
2022-05-03,SEP 23,1470.25
2022-05-04,SEP 23,1478.75
2022-05-05,SEP 23,1483.25
2022-05-06,SEP 23,1461.0
2022-05-09,SEP 23,1440.75
2022-05-10,SEP 23,1446.0
2022-05-11,SEP 23,1457.75
2022-05-12,SEP 23,1462.25
2022-05-13,SEP 23,1476.5
2022-05-16,SEP 23,1488.5
2022-05-17,SEP 23,1507.0
2022-05-18,SEP 23,1486.75
2022-05-19,SEP 23,1501.25
2022-05-20,SEP 23,1510.75
2022-05-23,SEP 23,1511.5
2022-05-24,SEP 23,1511.25
2022-05-25,SEP 23,1511.0
2022-05-26,SEP 23,1532.5
2022-05-27,SEP 23,1537.0
2022-05-31,SEP 23,1506.5
2022-06-01,SEP 23,1512.25
2022-06-02,SEP 23,1533.5
2022-06-03,SEP 23,1521.0
2022-06-06,SEP 23,1527.0
2022-06-07,SEP 23,1537.75
2022-06-08,SEP 23,1551.75
2022-06-09,SEP 23,1559.5
2022-06-10,SEP 23,1542.5
2022-06-13,SEP 23,1515.5
2022-06-14,SEP 23,1510.0
2022-06-15,SEP 23,1507.75
2022-06-16,SEP 23,1524.75
2022-06-17,SEP 23,1518.75
2022-06-21,SEP 23,1503.75
2022-06-22,SEP 23,1473.0
2022-06-23,SEP 23,1414.75
2022-06-24,SEP 23,1420.25
2022-06-27,SEP 23,1425.5
2022-06-28,SEP 23,1451.0
2022-06-29,SEP 23,1463.5
2022-06-30,SEP 23,1445.25
2022-07-01,SEP 23,1392.75
2022-07-05,SEP 23,1320.25
2022-07-06,SEP 23,1320.0
2022-07-07,SEP 23,1360.0
2022-07-08,SEP 23,1387.5
2022-07-11,SEP 23,1396.0
2022-07-12,SEP 23,1342.0
2022-07-13,SEP 23,1348.75
2022-07-14,SEP 23,1341.5
2022-07-15,SEP 23,1341.75
2022-07-18,SEP 23,1378.75
2022-07-19,SEP 23,1361.5
2022-07-20,SEP 23,1337.5
2022-07-21,SEP 23,1311.0
2022-07-22,SEP 23,1323.5
2022-07-25,SEP 23,1354.0
2022-07-26,SEP 23,1385.5
2022-07-27,SEP 23,1405.5
2022-07-28,SEP 23,1436.0
2022-07-29,SEP 23,1458.25
2022-08-01,SEP 23,1406.0
2022-08-02,SEP 23,1389.75
2022-08-03,SEP 23,1376.0
2022-08-04,SEP 23,1423.25
2022-08-05,SEP 23,1415.25
2022-08-08,SEP 23,1407.75
2022-08-09,SEP 23,1431.25
2022-08-10,SEP 23,1433.0
2022-08-11,SEP 23,1452.5
2022-08-12,SEP 23,1455.0
2022-08-15,SEP 23,1420.25
2022-08-16,SEP 23,1393.75
2022-08-17,SEP 23,1401.25
2022-08-18,SEP 23,1413.75
2022-08-19,SEP 23,1414.75
2022-08-22,SEP 23,1446.0
2022-08-23,SEP 23,1466.75
2022-08-24,SEP 23,1458.25
2022-08-25,SEP 23,1436.25
2022-08-26,SEP 23,1461.5
2022-08-29,SEP 23,1442.25
2022-08-30,SEP 23,1438.5
2022-08-31,SEP 23,1429.75
2022-09-01,SEP 23,1403.25
2022-09-02,SEP 23,1427.0
2022-09-06,SEP 23,1406.0
2022-09-07,SEP 23,1393.5
2022-09-08,SEP 23,1397.75
2022-09-09,SEP 23,1421.25
2022-09-12,SEP 23,1483.0
2022-09-13,SEP 23,1479.5
2022-09-14,SEP 23,1458.5
2022-09-15,SEP 23,1455.5
2022-09-16,SEP 23,1454.25
2022-09-19,SEP 23,1469.5
2022-09-20,SEP 23,1485.0
2022-09-21,SEP 23,1469.75
2022-09-22,SEP 23,1467.25
2022-09-23,SEP 23,1436.75
2022-09-26,SEP 23,1421.0
2022-09-27,SEP 23,1420.0
2022-09-28,SEP 23,1425.0
2022-09-29,SEP 23,1429.5
2022-09-30,SEP 23,1393.0
2022-10-03,SEP 23,1402.0
2022-10-04,SEP 23,1414.75
2022-10-05,SEP 23,1402.0
2022-10-06,SEP 23,1394.75
2022-10-07,SEP 23,1402.25
2022-10-10,SEP 23,1407.75
2022-10-11,SEP 23,1409.0
2022-10-12,SEP 23,1421.25
2022-10-13,SEP 23,1425.5
2022-10-14,SEP 23,1413.0
2022-10-17,SEP 23,1410.0
2022-10-18,SEP 23,1400.75
2022-10-19,SEP 23,1403.25
2022-10-20,SEP 23,1417.25
2022-10-21,SEP 23,1422.5
2022-10-24,SEP 23,1400.25
2022-10-25,SEP 23,1412.75
2022-10-26,SEP 23,1412.75
2022-10-27,SEP 23,1412.5
2022-10-28,SEP 23,1419.5
2022-10-31,SEP 23,1438.25
2022-11-01,SEP 23,1463.5
2022-11-02,SEP 23,1471.75
2022-11-03,SEP 23,1454.0
2022-11-04,SEP 23,1478.25
2022-11-07,SEP 23,1468.25
2022-11-08,SEP 23,1461.5
2022-11-09,SEP 23,1464.75
2022-11-10,SEP 23,1435.75
2022-11-11,SEP 23,1460.0
2022-11-14,SEP 23,1452.25
2022-11-15,SEP 23,1468.25
2022-11-16,SEP 23,1442.75
2022-11-17,SEP 23,1430.75
2022-11-18,SEP 23,1442.25
2022-11-21,SEP 23,1450.75
2022-11-22,SEP 23,1446.0
2022-11-23,SEP 23,1451.0
2022-11-25,SEP 23,1453.0
2022-11-28,SEP 23,1473.25
2022-11-29,SEP 23,1478.25
2022-11-30,SEP 23,1486.0
2022-12-01,SEP 23,1448.5
2022-12-02,SEP 23,1458.5
2022-12-05,SEP 23,1457.75
2022-12-06,SEP 23,1473.5
2022-12-07,SEP 23,1489.0
2022-12-08,SEP 23,1498.75
2022-12-09,SEP 23,1496.25
2022-12-12,SEP 23,1474.0
2022-12-13,SEP 23,1491.75
2022-12-14,SEP 23,1491.0
2022-12-15,SEP 23,1483.5
2022-12-16,SEP 23,1489.5
2022-12-19,SEP 23,1470.5
2022-12-20,SEP 23,1485.5
2022-12-21,SEP 23,1490.0
2022-12-22,SEP 23,1478.25
2022-12-23,SEP 23,1493.0
2022-12-27,SEP 23,1499.75
2022-12-28,SEP 23,1525.0
2022-12-29,SEP 23,1526.75
2022-12-30,SEP 23,1533.25
2023-01-03,SEP 23,1502.75
2023-01-04,SEP 23,1493.5
2023-01-05,SEP 23,1481.0
2023-01-06,SEP 23,1501.75
2023-01-09,SEP 23,1495.75
2023-01-10,SEP 23,1491.5
2023-01-11,SEP 23,1497.75
2023-01-12,SEP 23,1518.5
2023-01-13,SEP 23,1525.0
2023-01-17,SEP 23,1533.5
2023-01-18,SEP 23,1515.0
2023-01-19,SEP 23,1503.75
2023-01-20,SEP 23,1493.0
2023-01-23,SEP 23,1480.0
2023-01-24,SEP 23,1479.75
2023-01-25,SEP 23,1488.25
2023-01-26,SEP 23,1504.5
2023-01-27,SEP 23,1496.0
2023-01-30,SEP 23,1519.5
2023-01-31,SEP 23,1518.75
2023-02-01,SEP 23,1508.0
2023-02-02,SEP 23,1518.5
2023-02-03,SEP 23,1516.5
2023-02-06,SEP 23,1507.0
2023-02-07,SEP 23,1504.25
2023-02-08,SEP 23,1506.0
2023-02-09,SEP 23,1502.75
2023-02-10,SEP 23,1522.5
2023-02-13,SEP 23,1525.5
2023-02-14,SEP 23,1519.25
2023-02-15,SEP 23,1510.5
2023-02-16,SEP 23,1513.0
2023-02-17,SEP 23,1514.5
2023-02-21,SEP 23,1536.75
2023-02-22,SEP 23,1527.5
2023-02-23,SEP 23,1519.5
2023-02-24,SEP 23,1508.5
2023-02-27,SEP 23,1501.5
2023-02-28,SEP 23,1469.5
2023-03-01,SEP 23,1484.5
2023-03-02,SEP 23,1498.0
2023-03-03,SEP 23,1506.0
2023-03-06,SEP 23,1516.75
2023-03-07,SEP 23,1504.75
2023-03-08,SEP 23,1506.25
2023-03-09,SEP 23,1498.75
2023-03-10,SEP 23,1494.75
2023-03-13,SEP 23,1479.0
2023-03-14,SEP 23,1481.75
2023-03-15,SEP 23,1474.5
2023-03-16,SEP 23,1476.0
2023-03-17,SEP 23,1461.25
2023-03-20,SEP 23,1466.75
2023-03-21,SEP 23,1448.5
2023-03-29,SEP 23,1450.75
2021-11-12,SEP 24,1182.75
2021-11-15,SEP 24,1190.0
2021-11-16,SEP 24,1187.25
2021-11-17,SEP 24,1191.0
2021-11-18,SEP 24,1175.75
2021-11-19,SEP 24,1180.0
2021-11-22,SEP 24,1184.5
2021-11-23,SEP 24,1181.75
2021-11-24,SEP 24,1179.25
2021-11-26,SEP 24,1174.75
2021-11-29,SEP 24,1165.5
2021-11-30,SEP 24,1154.75
2021-12-01,SEP 24,1156.0
2021-12-02,SEP 24,1159.25
2021-12-03,SEP 24,1165.0
2021-12-06,SEP 24,1165.0
2021-12-07,SEP 24,1168.75
